SENSOR_ID,FP_ID,LOC_ID,FROM_DATETIME,TO_DATETIME,LAT,LON,web_id,batt_%,first_soilMes,last_soilMes,nNAs_soilMes,NAsRatio_soilMes,notes
PI040298AD5I212991,1108,K1wPau6XEM1534850765904,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1398404525955,-8.63566548562686,ALG_VDL_Mn08-1108,100,2018-08-21 12:45:00,2019-07-29 07:45:00,3292,0.100197838989499,
PI040298AD5G205297,716B,8c3gu0NhT61534868334994,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1403152508821,-8.63510936988484,ALG_VDL_Mn24-716B,100,2018-08-21 17:30:00,2019-07-29 08:15:00,3324,0.101230356925326,
PI040298AD5I212515,09A7,PTcaoiGpJF1553616353760,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1393304001739,-8.63346528140333,ALG_VDL_Ss07*-09A7,65,2019-03-26 16:15:00,2019-07-28 08:30:00,3337,0.277967513536027,
PI040298AD5I213827,C142,psrhsvhrJW1535469737665,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1399404598272,-8.63176123132114,ALG_VDL_SS50-C142,6,2018-08-25 19:15:00,2019-07-29 17:30:00,3520,0.108491292957312,
PI040298AD5I210872,5D17,LjM8kSdx3z1534849423584,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1399606587496,-8.63466836005483,ALG_VDL_Mn03-5D17,0,2018-08-21 12:15:00,2019-07-29 17:30:00,3541,0.107770033782756,
PI040298AD5I211452,9FFC,ugWJA2HRIV1533056324298,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392702562763,-8.63614063873349,ALG_VDL_Tn13-9FFC,100,2018-08-17 12:15:00,2019-07-28 18:30:00,3727,0.112120573989952,
PI040298AD5I211397,9592,0FgVQljsFg1533054246260,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1395966152931,-8.63483458349286,ALG_VDL_Tn09-9592,100,2018-08-17 12:00:00,2019-07-28 18:45:00,4121,0.123969676914746,
PI040298AD5I212108,5F9D,cBdmhXvyjr1535192256090,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139206121734,-8.6331614149763,ALG_VDL_Ss21-5F9D,23,2018-08-25 11:30:00,2019-06-14 18:30:00,4321,0.133052100012317,
PI040298AD5I213175,08CC,xooPS0o4Ad1535217728753,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1397135964553,-8.6324260328313,ALG_VDL_Ss35-08CC,18,2018-08-25 18:30:00,2019-06-14 18:00:00,4325,0.133290187376726,
PI040298AD5I211342,9417,syYfkQ8xNC1531386630830,2019-05-01 07:40:53,2019-07-30 07:40:53,37.14008966,-8.630561214,Fr02-9417,9,2018-08-17 12:00:00,2019-06-14 09:45:00,4354,0.130978882137056,0:0
PI040298AD5I213355,FD71,Y2WJEk7Ygz1534869616057,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1403760428248,-8.63521370227103,ALG_VDL_Mn29-FD71,100,2018-08-21 18:00:00,2019-07-29 08:15:00,4416,0.13449473107145,
PI040298AD5I213081,926F,VmsfTVaWvU1535455620265,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1384509338984,-8.6362008719156,ALG_VDL_WZ05-926F,100,2018-08-26 11:15:00,2019-07-28 09:00:00,4464,0.137858620796146,
PI040298AD5I206466,6DB3,5lgSqcOHFA1533055312558,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1395966152931,-8.63483458349286,ALG_VDL_Tn11-6DB3,100,2018-08-17 12:15:00,2019-07-28 18:45:00,4471,0.134502572124786,
PI040298AD5I210900,63B0,cBFdbKbHoV1534869946829,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1403760428248,-8.63521370227103,ALG_VDL_MN28-63B0,100,2018-08-21 17:45:00,2019-07-29 08:30:00,4593,0.139881224303335,
PI040298AD5I211999,2CD5,Fq2FXgQLM81534849197309,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1399606587496,-8.63466836005483,ALG_VDL_Mn02-2CD5,100,2018-08-21 12:15:00,2019-07-29 07:45:00,4922,0.14980065130718,
PI040298AD5I206195,6C89,cfL1L7jw8R1533053993040,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391359857535,-8.63555584962462,ALG_VDL_Tn08-6C89,67,2018-08-17 12:00:00,2019-07-28 18:45:00,5153,0.155014740388665,
PI040298AD5I213557,5766,oRdZEjqZC81534873425100,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404475396936,-8.63501650937595,ALG_VDL_Mn44-5766,100,2018-08-21 19:00:00,2019-07-29 08:30:00,5394,0.1643009442583,
PI040298AD5I211458,A003,ZSSob2wl7N1535221323215,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392071909022,-8.63173371516953,ALG_VDL_Ss56-A003,100,2018-08-25 19:30:00,2019-07-29 17:45:00,5588,0.172235236099125,
PI040298AD5G201248,40EA,0rdUdViCvx1535453803848,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1387413413638,-8.63422964307922,ALG_VDL_TS07-40EA,100,2018-08-28 12:15:00,2019-07-28 09:00:00,5716,0.177598260059034,
PI040298AD5I213916,4D23,78w6hXvI1D1535276168367,2019-05-01 07:40:53,2019-07-30 07:40:53,37.138352,-8.634617217,ALG_VDL_SB10-4D23,96,2018-08-26 11:00:00,2019-07-28 08:45:00,6176,0.190723241306899,0:0
PI040298AD5I211409,4630,QQ6doTNm7U1535279369868,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13832962,-8.635290116,ALG_VDL_TS03-4630,100,2018-08-26 11:45:00,2019-07-28 09:15:00,7066,0.218227863738843,0:0
PI040298AD5I213008,630F,Tv8dtSq9mz1535277593531,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13832962,-8.635290116,Alg_vdl_Wz03-630F,67,2018-08-26 11:15:00,2019-07-28 09:00:00,7272,0.224576140329205,0:0
PI040298AD5I213880,1BF2,CmSxAzgehi1535299936326,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1406913233534,-8.63314265252397,ALG_VDL_Og06-1BF2,100,2018-08-26 17:30:00,2019-07-29 09:15:00,7461,0.230590925948819,
PI040298AD5I213966,0F0C,MySbD5DVVV1534867996413,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402622335523,-8.63509260148648,ALG_VDL_Mn22-0F0C,46,2018-08-21 17:30:00,2019-05-06 07:45:00,8106,0.246863198928006,
PI040298AD5I213432,316E,3hYvj31drJ1534868180078,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1403152508821,-8.63510936988484,ALG_VDL_Mn23-316E,36,2018-08-21 17:30:00,2019-05-06 07:45:00,8106,0.246863198928006,
PI040298AD5I212118,5208,1Ykhp4jNr91535193731465,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139391302219,-8.63293890035322,ALG_VDL_Ss27-5208,36,2018-08-25 12:00:00,2019-05-12 07:30:00,8656,0.266551702900782,
PI040298AD5I213170,0564,or2Co8W8C61535299808350,2019-05-01 07:40:53,2019-07-30 07:40:53,37.14082,-8.632846,ALG_VDL_ER01-0564,100,2018-08-26 17:30:00,2019-07-29 09:15:00,8668,0.267894671776487,0:0
PI040298AD5I209484,59FF,MGS0mfmt4q1533054943296,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1395966152931,-8.63483458349286,ALG_VDL_Tn10-59FF,100,2018-08-17 12:00:00,2019-07-28 18:45:00,8736,0.262800072197822,
PI040298AD5I213076,91AA,JNuengmuMj1533050904745,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1394273161197,-8.63513556594081,ALG_VDL_Tn04-91AA,100,2018-08-17 12:15:00,2019-07-28 18:30:00,8740,0.262928311422641,
PI040298AD5I211178,1099,ub684UMsBv1534867121078,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1401846700159,-8.63503453068209,ALG_VDL_Mn17-1099,33,2018-08-21 17:15:00,2019-05-06 07:45:00,8790,0.267685842190212,
PI040298AD5I214087,5746,a525HXXwtr1553618078735,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391481465389,-8.63342658162273,ALG_VDL_Ss10*-5746,85,2019-03-26 16:45:00,2019-04-21 06:45:00,9550,0.795634424727152,
PI040298AD5I208734,11F6,RJxAG6jUpq1553761882332,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1408555991583,-8.63364826886478,ALG_VDL_OG02*-11F6,60,2019-03-28 08:45:00,2019-07-29 09:15:00,9600,0.810605420923752,
PI040298AD5I207989,676F,sWnfofyy9K1534871826986,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404057850978,-8.63541277004578,ALG_VDL_Mn35-676F,30,2018-08-21 18:30:00,2019-04-20 18:00:00,9613,0.292793615984405,
PI040298AD5I212982,54AD,o2hzUJIcfj1535456889401,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1384628549096,-8.63428816787675,ALG_VDL_SB08-54AD,100,2018-08-26 10:45:00,2019-07-28 09:00:00,9637,0.297594416823642,
PI040298AD5I213852,6401,E8HPF1N1Py1535193571285,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139391302219,-8.63293890035322,ALG_VDL_Ss26-6401,85,2018-08-25 12:00:00,2019-05-12 07:15:00,10265,0.316099033072612,
PI040298AD5I211347,9545,RHwcYx7K101535449524728,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1408710655339,-8.63255301862945,ALG_VDL_ER03-9545,24,2018-08-28 11:00:00,2019-07-29 09:00:00,10372,0.322211867039453,
PI040298AD5I212923,5E42,3ZiZr5cqPW1535188872700,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392988116444,-8.63355262959753,ALG_VDL_Ss04-5E42,67,2018-08-25 10:30:00,2019-04-21 06:45:00,10638,0.327524630541872,
PI040298AD5I211125,4186,azAU3s8fqb1535215741828,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139453955359,-8.63277766440898,ALG_VDL_Ss28-4186,43,2018-08-25 11:45:00,2019-04-21 07:00:00,10718,0.330038491147036,
PI040298AD5I213087,8ED3,QW1MIRi3Cs1533058905631,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1397919946021,-8.63458934297803,ALG_VDL_Tn18-8ED3,100,2018-08-17 12:15:00,2019-07-28 18:45:00,10901,0.327938389338468,
PI040298AD5I214096,5181,TzVkMzHNuP1535299997107,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1406913233534,-8.63314265252397,ALG_VDL_Og05-5181,100,2018-08-26 17:15:00,2019-07-29 18:30:00,11491,0.355131810736471,
PI040298AD5I211618,4BD0,fl4AT88tAy1553614458702,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139229958953,-8.63356721143994,ALG_VDL_Ss03*-4BD0,96,2019-03-26 15:45:00,2019-03-31 17:15:00,11524,0.959773465478471,
PI040298AD5I211602,5B9E,KmHg5KtcKg1535190334384,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392320114255,-8.63343243218945,ALG_VDL_Ss09-5B9E,49,2018-08-25 11:00:00,2019-03-31 17:00:00,11525,0.354855594556315,
PI040298AD5I212028,3217,FVCsxeXd0X1554018712106,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402325732919,-8.6300348604278,ALG_VDL_FF01-3217,100,2019-03-31 09:00:00,2019-03-31 16:30:00,11527,0.99731787506489,
PI040298AD5I211673,95F5,30FPO7dgWk1535276956614,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13814656,-8.635955723,ALG_VDL_WZ02-95F5,100,2018-08-26 11:15:00,2019-07-28 09:00:00,11534,0.356196535005096,0:0
PI040298AD5I212947,0635,DCE5cdXtpX1535192093776,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139206121734,-8.6331614149763,ALG_VDL_Ss17-0635,23,2018-08-25 11:30:00,2019-06-30 17:00:00,11567,0.356170710678655,
PI040298AD5I209872,6F72,fOsHPssg8T1533047994390,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391365802972,-8.63520434280467,ALG_VDL_Tn01-6F72,100%,2018-08-17 12:00:00,2019-07-28 18:30:00,11627,0.34976836532098,
PI040298AD5I211659,9609,75Pso1CQXD1535219775644,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1401575060425,-8.63127722066869,ALG_VDL_Ss52-9609,100,2018-08-25 19:15:00,2019-07-29 18:30:00,11867,0.365757435660348,
PI040298AD5I210909,63D4,LnzPLFh4Jl1535217493479,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13909967,-8.632393582,ALG_VDL_SS39-63D4,6,2018-08-25 18:45:00,2019-05-12 07:30:00,11886,0.366320461059574,0:0
PI040298AD5I206193,64E8,OeuHFYPaes1533055734692,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392864139543,-8.6358735806671,ALG_VDL_Tn12-64E8,97,2018-08-17 12:00:00,2019-07-28 18:30:00,12618,0.379580049335178,
PI040298AD5I214031,5FB5,o1h1i4QP8e1535193367948,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139391302219,-8.63293890035322,ALG_VDL_Ss25-5FB5,40,2018-08-25 11:45:00,2019-03-31 18:00:00,13290,0.409237875288684,
PI040298AD5I212558,06A9,0w8SGavObH1535451584908,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1390587731204,-8.63489524152664,ALG_VDL_TS13-06A9,100,2018-08-28 11:30:00,2019-07-28 09:15:00,13658,0.424319622219461,
PI040298AD5I211154,5BC7,QSGOlxu4GS1535470691003,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392978766439,-8.63291060513885,ALG_VDL_SS15-5BC7,12,2018-08-28 18:45:00,2019-03-02 13:00:00,14386,0.447339780465811,
PI040298AD5I213524,6099,2s4oP73rSr1535192424694,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139206121734,-8.6331614149763,ALG_VDL_Ss20-6099,47,2018-08-25 11:30:00,2019-03-02 12:45:00,15513,0.477675822145584,
PI040298AD5I211062,31DD,DxuRhI28951534873582880,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404475396936,-8.63501650937595,ALG_VDL_Mn45-31DD,52,2018-08-21 19:00:00,2019-03-02 10:45:00,16011,0.487694182150472,
PI040298AD5I214021,5D46,VKTuZBe3Jr1534851436104,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1400463052534,-8.63509280903325,ALG_VDL_Mn10-5D46,71,2018-08-21 12:45:00,2019-07-29 07:45:00,16018,0.487536143661543,
PI040298AD5I213521,5DF9,yjaVD0r6VP1535470143233,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1399404598272,-8.63176123132114,ALG_VDL_SS42-5DF9,31,2018-08-25 18:45:00,2019-02-07 15:00:00,16521,0.509168798348075,
PI040298AD5I213228,5259,bP51T7I4eP1535470022826,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1399404598272,-8.63176123132114,ALG_VDL_SS48-5259,58,2018-08-25 19:00:00,2019-02-07 15:00:00,16521,0.509184491154534,
PI040298AD5I214089,587C,YOk9ARZHTb1534873026030,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404598619774,-8.63525056869004,ALG_VDL_Mn42-587C,39,2018-08-21 18:45:00,2019-02-07 10:45:00,16538,0.503731229630532,
PI040298AD5I213854,641D,IF46U0xAuo1534873235737,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404598619774,-8.63525056869004,ALG_VDL_Mn43-641D,57,2018-08-21 19:00:00,2019-02-07 10:45:00,16538,0.503746573256168,
PI040298AD5I213128,61DB,aJ6E8KbOnk1534851640535,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1400463052534,-8.63509280903325,ALG_VDL_Mn11-61DB,51,2018-08-21 13:00:00,2019-02-07 10:30:00,16539,0.503409021732514,
PI040298AD5I213859,640D,fI5ZO61PA41534868523233,2019-05-01 07:40:53,2019-07-30 07:40:53,37.14019954,-8.635155251,ALG_VDL_Mn25-640D,47,2018-08-21 17:30:00,2019-02-07 10:30:00,16540,0.503715434279449,0:0
PI040298AD5I206187,65E0,y05c942uCK1535299209934,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1409470915287,-8.63364941350972,ALG_VDL_Og02-65E0,55,2018-08-26 17:15:00,2019-02-07 10:45:00,16550,0.511481286893099,
PI040298AD5I211603,5B8B,9eTwz2TQy21534851108880,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1398404525955,-8.63566548562686,ALG_VDL_Mn09-5B8B,22,2018-08-21 12:45:00,2019-02-07 10:30:00,17843,0.543083244559428,
PI040298AD5I213454,533F,tax5p6Okho1535449241608,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1408710655339,-8.63255301862945,ALG_VDL_ER02-533F,36,2018-08-28 11:00:00,2019-01-24 12:00:00,17877,0.555358807082945,
PI040298AD5I214030,5FFA,YOQhXfzyzk1534866511713,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402361987727,-8.63487013093514,ALG_VDL_Mn14-5FFA,59,2018-08-21 17:00:00,2019-01-24 11:15:00,17880,0.544491138315366,
PI040298AD5I213013,2F1D,I7EF0S7WP71534866900848,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402361987727,-8.63487013093514,ALG_VDL_Mn16-2F1D,38,2018-08-21 17:15:00,2019-01-24 11:00:00,17881,0.544538173401955,
PI040298AD5I210985,0F48,Q4lXEbWcrK1534869086737,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402968501519,-8.63518289704768,ALG_VDL_Mn27-0F48,40,2018-08-21 17:45:00,2019-01-24 11:00:00,17881,0.544571341556266,
PI040298AD5I213444,3136,2qkTIALEHg1534871175465,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402362148764,-8.63543014896242,ALG_VDL_Mn33-3136,55,2018-08-21 18:15:00,2019-01-24 11:15:00,17885,0.544726342399415,
PI040298AD5I211785,58A2,UmYVVUTu5F1535222864479,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1389281082744,-8.63170292600176,ALG_VDL_Sb03-58A2,60,2018-08-25 20:00:00,2019-01-24 09:00:00,17893,0.551538129585106,
PI040298AD5I211332,9559,c71lkZ0g2A1535299113601,2019-05-01 07:40:53,2019-07-30 07:40:53,37.14050313,-8.633361524,ALG_VDL_OG07-9559,53,2018-08-26 17:15:00,2019-02-07 11:00:00,18647,0.576289520042031,0:0
PI040298AD5I209128,6CD4,3cM4q8Cmdb1535216047258,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1393443442945,-8.6327855629385,ALG_VDL_Ss30-6CD4,5,2018-08-25 18:00:00,2019-01-09 15:15:00,19308,0.595007704160247,
PI040298AD5I212148,34A3,MPOlzrTRqG1534867267756,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1401846700159,-8.63503453068209,ALG_VDL_Mn18-34A3,52,2018-08-21 17:15:00,2019-01-08 12:45:00,19410,0.591101501355179,
PI040298AD5I210868,5FD8,caYV2EkhLP1535188065329,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391344033013,-8.63360349267156,ALG_VDL_Ss01-5FD8,48,2018-08-25 10:15:00,2019-01-09 15:00:00,20003,0.615836950832795,
PI040298AD5I209489,59F0,D0zqgju1ho1534870198551,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1403760428248,-8.63521370227103,ALG_VDL_Mn30-59F0,100,2018-08-21 18:00:00,2019-07-29 08:30:00,20156,0.613875860388622,
PI040298AD5I214098,5176,1gnNPEMazq1535217387514,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139367820968,-8.63262358874735,ALG_VDL_Ss34-5176,65,2018-08-25 18:30:00,2019-01-09 15:30:00,20255,0.624229536489152,
PI040298AD5I213075,4AE2,qAReUss1XH1534866678673,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402361987727,-8.63487013093514,ALG_VDL_Mn15-4AE2,10,2018-08-21 17:00:00,2018-12-24 13:30:00,20847,0.634843778549242,
PI040298AD5I212109,5FA9,xc0XeoFooL1534867802196,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1401846700159,-8.63503453068209,ALG_VDL_Mn21-5FA9,42,2018-08-21 17:30:00,2018-12-24 13:30:00,20847,0.634882446095749,
PI040298AD5I211052,321D,WUI2nn0kXs1535189281290,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392988116444,-8.63355262959753,ALG_VDL_Ss06-321D,12,2018-08-25 10:45:00,2019-01-24 14:30:00,21149,0.651159210566828,
PI040298AD5I206183,65BE,UTQ9iQp32y1535218909692,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13949353,-8.631926458,ALG_VDL_SS47-65BE,61,2018-08-25 19:00:00,2018-12-25 10:15:00,21501,0.66267028293164,0:0
PI040298AD5I213020,5654,wutSBwVoDP1535219239783,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1395843438796,-8.6319729314912,ALG_VDL_Ss46-5456,54,2018-08-25 19:00:00,2018-12-10 16:45:00,22179,0.68356654133021,
PI040298AD5G200671,4A9D,mIhNKJ1OhH1535215566055,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139453955359,-8.63277766440898,ALG_VDL_Ss29-4A9D,47,2018-08-25 18:00:00,2018-12-10 16:15:00,22184,0.683636363636364,
PI040298AD5I209167,C1C8,QNm3ijpsx31535220989368,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13900839,-8.632009607,ALG_VDL_Ss57-C1C8,20,2018-08-25 19:30:00,2018-12-10 16:00:00,22185,0.683793613611145,0:0
PI040298AD5I208428,65C0,MoKTE7kpBl1535456972621,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1384628549096,-8.63428816787675,ALG_VDL_SB07-65C0,53,2018-08-26 10:30:00,2018-12-10 13:45:00,23079,0.712666749011858,
PI040298AD5I212610,07CF,IqQHZSXAIC1535452068090,2019-05-01 07:40:53,2019-07-30 07:40:53,37.138861052963,-8.63523227210566,ALG_VDL_TS12-07CF,100,2018-08-28 11:30:00,2019-07-28 09:15:00,23130,0.718590779172362,
PI040298AD5I213559,5968,GMlIHZ3Woe1535192572102,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1393363058295,-8.6331370088226,ALG_VDL_Ss19-5968,62,2018-08-25 11:30:00,2018-12-10 16:15:00,23184,0.713881019830028,
PI040298AD5G200384,ACD1,8dPz59SEte1534867600026,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1401846700159,-8.63503453068209,ALG_VDL_Mn20-ACD1,63,2018-08-21 17:15:00,2018-12-10 15:30:00,23344,0.710905381124951,
PI040298AD5I213018,3120,ciigV4Z3Uf1535277546589,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13814128,-8.636439694,ALG_VDL_WZ04-3120,72,2018-08-26 11:15:00,2018-11-28 11:15:00,23356,0.721287174577685,0:0
PI040298AD5I211334,9431,pUv962F8pH1535216200274,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1393443442945,-8.6327855629385,ALG_VDL_Ss31-9431,29,2018-08-25 18:15:00,2018-12-10 16:30:00,23418,0.721686338562051,
PI040298AD5I212999,53C2,oFWr3ok6EU1534872677149,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404598619774,-8.63525056869004,ALG_VDL_Mn40-53C2,6,2018-08-21 18:45:00,2018-11-27 15:45:00,23430,0.713654777496878,
PI040298AD5I213531,608E,pQXMgrvKtg1534867440980,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1401846700159,-8.63503453068209,ALG_VDL_Mn19-608E,43,2018-08-21 17:15:00,2018-11-27 15:30:00,23431,0.713554831440144,
PI040298AD5I211628,4BEA,KVywlIN6BC1535216699421,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1397003975766,-8.63259927053273,ALG_VDL_Ss33-4BEA,67,2018-08-25 18:15:00,2018-11-27 14:00:00,23441,0.722395143147709,
PI040298AD5I214139,2CF7,KDhBY6w3ex1537785253361,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391043016523,-8.63357598011613,ALG_VDL_Ss07-2CF7,4,2018-09-08 16:00:00,2018-11-27 13:00:00,23441,0.753390756572604,
PI040298AD5I213249,4D8F,xPDeeHfVsC1535218472792,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13933,-8.63201,ALG_VDL_SS44-4D8F,71,2018-08-25 19:00:00,2018-11-27 14:15:00,23687,0.730043765024965,0:0
PI040298AD5I214088,5738,JZ9TXxrjPj1534866346770,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1402361987727,-8.63487013093514,ALG_VDL_Mn13-5738,67,2018-08-21 17:00:00,2018-12-10 15:00:00,23756,0.723430172361289,
PI040298AD5I214095,5151,N0Av1q9RBX1535449757766,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1409453121743,-8.63192230965865,ALG_VDL_ER04-5151,69,2018-08-28 11:00:00,2018-11-14 17:00:00,24673,0.766480273376825,
PI040298AD5I212453,FFFD,j9rqYf9Yo21534872831735,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404598619774,-8.63525056869004,ALG_VDL_Mn41-FFFD,74,2018-08-21 18:45:00,2018-11-14 16:45:00,24674,0.751545795132649,
PI040298AD5I213451,3100,o2qYk7uYgD1535191040151,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391308108068,-8.63339052842582,ALG_VDL_Ss13-3100,25,2018-08-25 11:15:00,2018-11-27 13:30:00,25041,0.77103796532931,
PI040298AD5I212473,0025,R72UJzmJf01535192753018,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1393363058295,-8.6331370088226,ALG_VDL_Ss23-0025,75,2018-08-25 11:45:00,2018-11-15 09:45:00,25747,0.792825250192456,
PI040298AD5I208065,6B0C,RCVIV2w6qr1533057202798,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1396330421975,-8.63564754770685,ALG_VDL_Tn15-6B0C,100,2018-08-17 12:15:00,2019-03-31 15:45:00,26211,0.788514184290485,
PI040298AD5I212562,0808,kb5zTZkY401535219454442,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1398214785198,-8.63214084208383,ALG_VDL_Ss49-0808,80,2018-08-25 19:00:00,2018-10-29 10:30:00,26239,0.808697528200703,
PI040298AD5I213125,6442,QAHjHbm4wt1535188440361,2019-05-01 07:40:53,2019-07-30 07:40:53,37.13922088373,-8.6335680976671,ALG_VDL_Ss02-6442,52,2018-08-25 10:30:00,2018-10-29 10:15:00,26241,0.807912561576355,
PI040298AD5I213235,536D,Mdu87uI2Rp1535191450191,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139310354756,-8.63319748769151,ALG_VDL_Ss14-536D,59,2018-08-25 11:15:00,2018-10-29 10:30:00,26497,0.815869692397697,
PI040298AD5I212674,1E8C,1NJjN6QpvM1534872498323,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404598619774,-8.63525056869004,ALG_VDL_Mn39-1E8C,76,2018-08-21 18:45:00,2018-10-26 13:15:00,26516,0.807651305168895,
PI040298AD5I213967,0F04,v9vbFeB7vf1534868821800,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1403152508821,-8.63510936988484,ALG_VDL_Mn26-0F04,78,2018-08-21 17:45:00,2018-10-26 13:00:00,26517,0.807583371402467,
PI040298AD5I212668,2187,Dp4ZyYkwhh1534872315473,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404057850978,-8.63541277004578,ALG_VDL_Mn38-2187,75,2018-08-21 18:45:00,2018-10-26 13:00:00,26517,0.807681764186287,
PI040298AD5I212110,6074,slb8cR0rGB1534848896696,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1399606587496,-8.63466836005483,ALG_VDL_Mn01-6074,78,2018-08-21 12:15:00,2018-10-26 12:30:00,26519,0.807103509145692,
PI040298AD5I213129,61FC,n9vymDOacG1535218280769,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1395201043047,-8.63239301002134,ALG_VDL_Ss41-61FC,78,2018-08-25 18:45:00,2018-10-26 11:45:00,26522,0.817394520294634,
