LAT,LON,SENSOR_ID,FP_ID,LOC_ID,FROM_DATETIME,TO_DATETIME
37.1409453121743,-8.63192230965865,PI040298AD5I214095,5151,N0Av1q9RBX1535449757766,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1406913233534,-8.63314265252397,PI040298AD5I214096,5181,TzVkMzHNuP1535299997107,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404057850978,-8.63541277004578,PI040298AD5G201682,1CA2,yiS8fE2DmG1534871621291,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402361987727,-8.63487013093514,PI040298AD5I213013,2F1D,I7EF0S7WP71534866900848,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1398404525955,-8.63566548562686,PI040298AD5I211603,5B8B,9eTwz2TQy21534851108880,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392864139543,-8.6358735806671,PI040298AD5I206193,64E8,OeuHFYPaes1533055734692,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392109040649,-8.6309329045655,PI040298AD5I213912,1659,nSc3coxo561535220123471,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139206121734,-8.6331614149763,PI040298AD5I213524,6099,2s4oP73rSr1535192424694,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1383739678945,-8.63563728306547,PI040298AD5I213124,642E,5ABw42EwZS1535279371573,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139391302219,-8.63293890035322,PI040298AD5I212921,5F14,I7HZtYJqzw1535193132130,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I211409,4630,QQ6doTNm7U1535279369868,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1387543293242,-8.63257025168467,PI040298AD5I211670,9FB7,9PZhMsl9sC1535223087989,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391692982982,-8.63465725650764,PI040298AD5G200816,2D8F,Cvg7QlZ48P1535451367123,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I211673,95F5,30FPO7dgWk1535276956614,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1408468578644,-8.63132418110961,PI040298AD5I212037,4EFA,2UpXZ9qsrK1535450249236,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392702562763,-8.63614063873349,PI040298AD5I208445,6536,Ifw170k66Q1533056569306,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391359857535,-8.63555584962462,PI040298AD5I205993,6501,2OhB59HXPV1533052721808,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I214090,57E5,cpTeFaY9631534851911890,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1409019333655,-8.63163603480624,PI040298AD5I210925,5B33,NrudXlJXLE1535450050025,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I213836,4704,agl8HPwFpS1535278218371,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139391302219,-8.63293890035322,PI040298AD5I212118,5208,1Ykhp4jNr91535193731465,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139206121734,-8.6331614149763,PI040298AD5I212947,0635,DCE5cdXtpX1535192093776,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139310354756,-8.63319748769151,PI040298AD5I213235,536D,Mdu87uI2Rp1535191450191,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391043016523,-8.63357598011613,PI040298AD5I214139,2CF7,KDhBY6w3ex1537785253361,2018-10-12 12:46:00,2019-01-10 12:46:00
37.138494092459,-8.63476108910324,PI040298AD5I208806,7C4B,NovY1r8ej51535454249451,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1398819704364,-8.63526069498754,PI040298AD5I211129,41BE,kkDlUEz5zD1534850226684,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1396330421975,-8.63564754770685,PI040298AD5I209922,6E45,8xzMIS0Eqc1533057778332,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139137185661,-8.63520334506922,PI040298AD5I208783,671D,J4U3lKlFOa1533049255044,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392988116444,-8.63355262959753,PI040298AD5I211052,321D,WUI2nn0kXs1535189281290,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392978766439,-8.63291060513885,PI040298AD5I211070,39B3,j6F3zrWZNk1535470631365,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1399404598272,-8.63176123132114,PI040298AD5I213527,60CB,TCFvnJZINF1535470271518,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1399404598272,-8.63176123132114,PI040298AD5I213521,5DF9,yjaVD0r6VP1535470143233,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1399404598272,-8.63176123132114,PI040298AD5I213827,C142,psrhsvhrJW1535469737665,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1389078635636,-8.63348880861954,PI040298AD5I212829,07AA,mGXhZexuNK1536583980883,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1390917129152,-8.6342923545556,PI040298AD5I211046,2EB1,ywUpTzoVJg1535451070883,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1387846359273,-8.63496553720071,PI040298AD5I213167,0575,92aKeQ9DKG1535452625664,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1389782906126,-8.63424362173548,PI040298AD5I212585,FF63,hF9nVKFI6P1535453119429,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1387413413638,-8.63422964307922,PI040298AD5G201248,40EA,0rdUdViCvx1535453803848,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139367820968,-8.63262358874735,PI040298AD5I214098,5176,1gnNPEMazq1535217387514,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1393443442945,-8.6327855629385,PI040298AD5I211334,9431,pUv962F8pH1535216200274,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1382209719975,-8.63524307661699,PI040298AD5I212632,2BB7,0wuGkGKKZ71535456384667,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1384628549096,-8.63428816787675,PI040298AD5I214008,4E71,BlYN9wFDHv1535457052190,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1406913233534,-8.63314265252397,PI040298AD5I213880,1BF2,CmSxAzgehi1535299936326,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1409286318004,-8.63331844492779,PI040298AD5I206995,6F1C,XWK1qUaeW41535299513915,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1408710655339,-8.63255301862945,PI040298AD5I211347,9545,RHwcYx7K101535449524728,2018-10-12 12:46:00,2019-01-10 12:46:00
37.138861052963,-8.63523227210566,PI040298AD5I212610,07CF,IqQHZSXAIC1535452068090,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1388664862417,-8.6345981000569,PI040298AD5I212135,2D1F,X2KKrNKaU61535452887181,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I213008,630F,Tv8dtSq9mz1535277593531,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1384628549096,-8.63428816787675,PI040298AD5I213035,553F,8xgiIQ6Zt11535456761202,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1397919946021,-8.63458934297803,PI040298AD5I213087,8ED3,QW1MIRi3Cs1533058905631,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1401575060425,-8.63127722066869,PI040298AD5I211659,9609,75Pso1CQXD1535219775644,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I209167,C1C8,QNm3ijpsx31535220989368,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391022893847,-8.63144746787803,PI040298AD5I214027,5D52,HHmLWtfACp1535221024093,2018-10-12 12:46:00,2019-01-10 12:46:00
37.140053431288,-8.63033387871597,PI040298AD5I208079,6A37,5hI12wAFjv1531386302928,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1399404598272,-8.63176123132114,PI040298AD5I212983,54B8,qTOCUc1C4a1535470213701,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1390587731204,-8.63489524152664,PI040298AD5I212558,06A9,0w8SGavObH1535451584908,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1406913233534,-8.63314265252397,PI040298AD5I212544,09E3,KABUoTC0mu1535300345924,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1406928327007,-8.63381862900089,PI040298AD5I213006,6339,2okL4KwSOz1535298941239,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1393363058295,-8.6331370088226,PI040298AD5I213559,5968,GMlIHZ3Woe1535192572102,2018-10-12 12:46:00,2019-01-10 12:46:00
37.13922088373,-8.6335680976671,PI040298AD5I213125,6442,QAHjHbm4wt1535188440361,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391829203616,-8.63174107131516,PI040298AD5I209386,6D13,WJd2bAJl1l1535462201843,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1395843438796,-8.6319729314912,PI040298AD5I213020,5654,wutSBwVoDP1535219239783,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392978766439,-8.63291060513885,PI040298AD5I211154,5BC7,QSGOlxu4GS1535470691003,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1393443442945,-8.6327855629385,PI040298AD5I209128,6CD4,3cM4q8Cmdb1535216047258,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1383135411643,-8.63488530939955,PI040298AD5I210998,A45D,btugHA2Mqn1535456523021,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139453955359,-8.63277766440898,PI040298AD5I211125,4186,azAU3s8fqb1535215741828,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I212106,586F,LnsQRG3RFc1535222293129,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I212788,FEA8,pXor4xm37Z1535277095914,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391308108068,-8.63339052842582,PI040298AD5I212373,391F,FyUNIBCebU1535190533951,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1408710655339,-8.63255301862945,PI040298AD5I213454,533F,tax5p6Okho1535449241608,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I211332,9559,c71lkZ0g2A1535299113601,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I213916,4D23,78w6hXvI1D1535276168367,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1393363058295,-8.6331370088226,PI040298AD5I212473,0025,R72UJzmJf01535192753018,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1389362971288,-8.63164808578282,PI040298AD5I213936,947E,YaOFT1wYaN1535222231822,2018-10-12 12:46:00,2019-01-10 12:46:00
37.139206121734,-8.6331614149763,PI040298AD5I213134,55E3,HuMqUAsiJv1535191722844,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392988116444,-8.63355262959753,PI040298AD5I213518,5E32,y3ikbOQpYD1535188689637,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1389281082744,-8.63170292600176,PI040298AD5I211785,58A2,UmYVVUTu5F1535222864479,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404598619774,-8.63525056869004,PI040298AD5I212999,53C2,oFWr3ok6EU1534872677149,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I211031,2E26,3th6MKTFWB1535217877515,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1395701306988,-8.63260807928343,PI040298AD5I214020,5D64,ddb5C9TadW1535216387975,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392988116444,-8.63355262959753,PI040298AD5I212031,334B,GoIyvC38cb1535189050554,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392320114255,-8.63343243218945,PI040298AD5I211602,5B9E,KmHg5KtcKg1535190334384,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1392988116444,-8.63355262959753,PI040298AD5I212923,5E42,3ZiZr5cqPW1535188872700,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1403760428248,-8.63521370227103,PI040298AD5I213355,FD71,Y2WJEk7Ygz1534869616057,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1401846700159,-8.63503453068209,PI040298AD5G200384,ACD1,8dPz59SEte1534867600026,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I211342,9417,syYfkQ8xNC1531386630830,2018-10-12 12:46:00,2019-01-10 12:46:00
0.0,0.0,PI040298AD5I213859,640D,fI5ZO61PA41534868523233,2018-10-12 12:46:00,2019-01-10 12:46:00
37.0720011536534,-8.77515150648126,PI040298AD5I208350,6A22,FDCtY3Myk01534956289457,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404475396936,-8.63501650937595,PI040298AD5I212069,40A0,W4XoKIJSwt1534873927047,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1395966152931,-8.63483458349286,PI040298AD5I206466,6DB3,5lgSqcOHFA1533055312558,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404475396936,-8.63501650937595,PI040298AD5I211062,31DD,DxuRhI28951534873582880,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404598619774,-8.63525056869004,PI040298AD5I213854,641D,IF46U0xAuo1534873235737,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404598619774,-8.63525056869004,PI040298AD5I214089,587C,YOk9ARZHTb1534873026030,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404598619774,-8.63525056869004,PI040298AD5I212453,FFFD,j9rqYf9Yo21534872831735,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404598619774,-8.63525056869004,PI040298AD5I212674,1E8C,1NJjN6QpvM1534872498323,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404057850978,-8.63541277004578,PI040298AD5I212668,2187,Dp4ZyYkwhh1534872315473,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404057850978,-8.63541277004578,PI040298AD5I214003,3757,tiSvZU4Xv81534872148273,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404057850978,-8.63541277004578,PI040298AD5I214059,33A1,JGZlQjZxb61534871984747,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1404057850978,-8.63541277004578,PI040298AD5I207989,676F,sWnfofyy9K1534871826986,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402362148764,-8.63543014896242,PI040298AD5I213444,3136,2qkTIALEHg1534871175465,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402362148764,-8.63543014896242,PI040298AD5I213031,5559,QOjz7TCuyU1534870967925,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402325549045,-8.63535344442288,PI040298AD5G202636,4176,qpjvoVkime1534870667080,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1403760428248,-8.63521370227103,PI040298AD5I209489,59F0,D0zqgju1ho1534870198551,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1403760428248,-8.63521370227103,PI040298AD5I210900,63B0,cBFdbKbHoV1534869946829,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402968501519,-8.63518289704768,PI040298AD5I210985,0F48,Q4lXEbWcrK1534869086737,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1403152508821,-8.63510936988484,PI040298AD5I213967,0F04,v9vbFeB7vf1534868821800,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1403152508821,-8.63510936988484,PI040298AD5G205297,716B,8c3gu0NhT61534868334994,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1403152508821,-8.63510936988484,PI040298AD5I213432,316E,3hYvj31drJ1534868180078,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1401846700159,-8.63503453068209,PI040298AD5I212109,5FA9,xc0XeoFooL1534867802196,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1401846700159,-8.63503453068209,PI040298AD5I213531,608E,pQXMgrvKtg1534867440980,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1401846700159,-8.63503453068209,PI040298AD5I212148,34A3,MPOlzrTRqG1534867267756,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1401846700159,-8.63503453068209,PI040298AD5I211178,1099,ub684UMsBv1534867121078,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402361987727,-8.63487013093514,PI040298AD5I213075,4AE2,qAReUss1XH1534866678673,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402361987727,-8.63487013093514,PI040298AD5I214030,5FFA,YOQhXfzyzk1534866511713,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1402361987727,-8.63487013093514,PI040298AD5I214088,5738,JZ9TXxrjPj1534866346770,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1394273161197,-8.63513556594081,PI040298AD5I212913,A4F9,jOdiVCQTJT1533051347156,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1394273161197,-8.63513556594081,PI040298AD5I213076,91AA,JNuengmuMj1533050904745,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1396613140618,-8.63481873756822,PI040298AD5I208794,6791,jw8QLULVYM1533058244803,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1398404525955,-8.63566548562686,PI040298AD5I212141,35E2,HF0Z1gIeVp1534850507740,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1399606587496,-8.63466836005483,PI040298AD5I210872,5D17,LjM8kSdx3z1534849423584,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1400463052534,-8.63509280903325,PI040298AD5I213128,61DB,aJ6E8KbOnk1534851640535,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1400463052534,-8.63509280903325,PI040298AD5I214021,5D46,VKTuZBe3Jr1534851436104,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1398404525955,-8.63566548562686,PI040298AD5I212991,1108,K1wPau6XEM1534850765904,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1398819704364,-8.63526069498754,PI040298AD5I213420,392B,mDOSxUTaS01534849950866,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1399606587496,-8.63466836005483,PI040298AD5I212110,6074,slb8cR0rGB1534848896696,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1398819704364,-8.63526069498754,PI040298AD5I211083,3A30,eG9zvVzB7z1534849663856,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1394531703043,-8.63081180162469,PI040298AD5I206247,5991,oQPpcXdSeR1531387325357,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1394273161197,-8.63513556594081,PI040298AD5I209329,983A,FJxIP0Z0VK1533051680469,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1395966152931,-8.63483458349286,PI040298AD5I209484,59FF,MGS0mfmt4q1533054943296,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1396330421975,-8.63564754770685,PI040298AD5I208065,6B0C,RCVIV2w6qr1533057202798,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391359857535,-8.63555584962462,PI040298AD5I206195,6C89,cfL1L7jw8R1533053993040,2018-10-12 12:46:00,2019-01-10 12:46:00
37.1391365802972,-8.63520434280467,PI040298AD5I209872,6F72,fOsHPssg8T1533047994390,2018-10-12 12:46:00,2019-01-10 12:46:00
